,domain,avg_score,sentence,group
1081,answers,-0.4,Call the police if need be,train
1082,email,-2.5,FYi.,train
1083,blog,1.4,Five super stacks make up the rocket's upper stage that is integrated with the four-segment solid rocket booster first stage.,train
1084,answers,0.0,"Aggressive, fast and even creative driving is important skill.",train
1085,blog,1.4,"While Hoffman was busy gleefully putting shovel to dirt in his burial of the Scozzafava candidacy, the state chairman of the Independence Party, an often important third-party that had cross-endorsed Scozzafava, stated that his endorsement would now go to the Democrat, Bill Owens.",train
1086,email,-0.2,Will it have unintended consequences?,train
1087,answers,2.6,Ecologists frequently concentrate on particular taxonomic groups or on specific environments.,train
1088,blog,0.8,"In the final analysis, the Republican Party could not control itself.",train
1089,blog,1.0,"""Xerox researchers have invented a kind of ink that can conduct electricity and be used to put electronic circuits on top of plastics, film, and textiles.""",train
1090,answers,-1.0,no younger than 18,train
1091,answers,-0.4,"First, if you have above 75k miles then use 10w40 high milage oil.",train
1092,news,-0.2,"The campaigns have been ""pretty low temperature,"" said Keir Murray, a consultant unaffiliated with any council races.",train
1093,answers,-1.8,I'm sure you will tick off alot of libs with this one.,train
1094,blog,1.0,Renal Week 2009 will take place October 27 - November 1 at the San Diego Convention Center in San Diego.,train
1095,news,1.0,"However, Tony Blair and Tony Blair Associates have never done any work on behalf of Tesco.",train
1096,blog,0.4,"Scozzafava's withdrawal came shortly after a new Siena College poll was released this morning, showing her in third place, with Hoffman neck-and-neck with Democrat Bill Owens.",train
1097,answers,-0.6,My friends who didn't do a registry just wanted money for their honeymoon.,train
1098,blog,-0.2,AR has rocketed out of the research labs and is catching mass market interest fast - e.g. mobile phones displaying restaurant reviews when you look through your phone's camera.,train
1099,answers,-2.0,I think so...,train
1100,answers,-2.0,Is school going OK?,train
1101,answers,-2.0,Just accept the gift and walk through.,train
1102,answers,1.6,Every case is different.,train
1103,news,-1.4,"""But I can't promise how long it will last.""",train
1104,email,0.2,Signs - Two boards in the lobby area Eight complementary tickets to the private reception with Jane Applegate,train
1105,answers,-0.2,Just print it on your computer.,train
1106,blog,0.4,"And believe it or not, Sen's contract, while longer than Sinegal's, is actually a lot simpler than many others.",train
1107,news,1.8,"Ahead of the release of new findings from Queensland's Crime and Misconduct Commission on illicit drugs, intelligence director Chris Keen confirmed that cocaine use ""is more prevalent over a wider range of demographics"".",train
1108,answers,-2.0,"I'm impressed that you have time to think, let alone worry!",train
1109,news,0.0,"Still, Zelaya expressed confidence Friday that Congress would vote in his favor, and his supporters poured into the streets in celebration.",train
1110,email,2.0,Your past record indicates that you have been a strong advocate for patient rights.,train
1111,blog,-0.2,"Media companies used to be able to create scarcity merely by delaying the distribution of their products across different channels - theaters, pay-per-view, DVD, cable channels, network TV, and so on.",train
1112,answers,-1.6,People should be punished to talk like you do!,train
1113,answers,-2.2,That's right.,train
1114,news,1.2,"Last night a former home secretary, Charles Clarke, called for a major review of drugs policy and urged ministers not to ""isolate themselves"" from science.",train
1115,email,-1.0,Family problems are the worst problems to have....,train
1116,blog,0.8,"Scozzafava has seen her negatives explode, while her two opponents have only become more accepted as they became more well known.",train
1117,email,1.2,I know you realize the importance of this appointment.,train
1118,email,1.75,"We have individuals who are adults and are encountering these difficulties at parent conferences and attending other programs at the school, but we don't have any individual named as a plaintiff who is a student.",train
1119,news,-2.0,"""They're going to Baxdo,"" he said.",train
1120,email,2.0,"Somehow, there has to be an end in sight and there has to be some changes in the law to protect my children, and others like them, from further reproach so that we can salvage what dignity we have left.",train
1121,news,2.0,"Zelaya, a timber tycoon whose turn to the political left alienated Honduras' ultra-conservative elite, was ousted after ignoring a court order to stop efforts to revise the Honduran Constitution.",train
1122,answers,-3.0,me - and i just got high!!!,train
1123,blog,0.4,"While consumers have been enjoying the service since its launch in 2007, recent statements by a News Corp exec have people wondering: can Hulu make the ad-supported model work?",train
1124,news,0.0,"""There's not a word to describe the overwhelming depression,"" Ann Chaudhry said as her eyes moistened.",train
1125,blog,0.0,"He's plainly right, this Nutt, when he says that the government's attitude to cannabis is counter-productive, ill-informed and vote-grabbing.",train
1126,email,0.25,* 20 years of progressively responsible nursing clinical expertise and management acumen within risk management*,train
1127,blog,0.6,It was also used to recover the first stage of Ares I-X following its test flight.,train
1128,answers,1.6,The cause of Parkinson's disease is unknown.,train
1129,news,-0.2,That sent shock waves through the running world and led some to ask if marathons were good for a person's health.,train
1130,news,1.4,"Netanyahu's coalition, including pro-settler groups, does not believe Abbas is strong enough to deliver Israel security in any deal.",train
1131,answers,0.4,"Above all, she won't tolerate being ignored or neglected.",train
1132,email,-0.5,I am so proud of you and our state.,train
1133,answers,-2.2,$110 ain't half bad.,train
1134,answers,-1.75,Pappu: Life imprisonment!,train
1135,email,-1.5,I did not know any of,train
1136,answers,0.8,Putting heat on the swollen nodes may help reduce pain.,train
1137,news,0.6,"The slightly older Ella (Katie Cassidy) on ""Melrose Place"" also insists on a degree of murk regarding her sexuality.",train
1138,news,-0.2,Last weekend's gang rape at Richmond High School was almost bound to happen.,train
1139,answers,1.8,Today's youth is denoted by energy - abundant and enormous energy.,train
1140,email,-1.4,"So, yes--guilty as charged, because as her mother, I KNOW just how sick Ginger is...I'll never be for reunification--can't people see the DISFUNCTION OF ALL FOUR CHILDREN NOW??",train
1141,answers,0.0,The Cherokee were forced to walk all they way to Oklahoma.,train
1142,answers,-1.6,tell him everything you just said.,train
1143,news,-0.2,She reported Jines missing the next day when she returned to the harbor and couldn't find him.,train
1144,blog,1.0,"He could, theoretically, be doing much, much worse.",train
1145,answers,-2.5,A good song should make someone go huh?,train
1146,answers,1.2,We need to trust ourselves as the authority on what is best for us.,train
1147,answers,0.6,If you were consistant they would know what's expected of them.,train
1148,answers,-1.4,Pleae don't join.,train
1149,answers,-0.8,It won't kill him.,train
1150,answers,-0.8,It will only lead to trouble.,train
1151,answers,-1.6,I'm almost alive and I need you to try and save me.,train
1152,answers,0.2,I used to and still do think that every time I see my grandparents.,train
1153,answers,0.5,Durga pandal in New Delhi.,train
1154,email,2.0,"Therefore, I ask you to veto the bill to allow anyone to fly a flag any way they choose, if they live in a Deed Restricted Community.",train
1155,answers,0.75,He can not intentionally block the path...,train
1156,blog,0.2,"To apply, send your rsum, up to five writing samples (preferably published clips), and a cover letter to: Gray Internship",train
